paper_id,title,publication_date,journal_conference,citation_count,field_of_study,author_prestige_score,paper_quality_score,novelty_score,pdf_available,doi
7364705d-5fd8-42b7-b9a7-28ed07382e2b,Relativistic Study in Physics,2024-12-23 11:58:31.524712,Science Advances,4,Physics,0.731,0.825,0.762,True,10.1234/scienceadvances.2024.3788
719606ea-ed4a-440b-96b1-d1d1ea26caec,Advanced Approach in Engineering,2023-11-21 00:04:52.596207,Journal of Engineering,9,Engineering,0.73,0.608,0.248,True,10.1234/journalofengineering.2023.2681
cbd7d6f7-0aec-46a9-8922-0c8182b41cc6,Atomic Analysis in Physics,2017-06-07 07:50:43.186934,Physical Review Letters,172,Physics,0.775,0.781,0.231,False,10.1234/physicalreviewletters.2017.3621
046f5bf8-a1d6-4ed2-adb9-9547b13671a7,Experimental Approach in Engineering,2023-10-06 17:50:08.095956,Journal of Engineering,32,Engineering,0.728,0.877,0.078,True,10.1234/journalofengineering.2023.5754
0b6fae39-98da-44dd-9f18-16837d6e58b7,Advanced Analysis in Chemistry,2021-01-28 06:47:56.710412,Journal of Chemistry,24,Chemistry,0.15,0.216,0.338,True,10.1234/journalofchemistry.2021.1112
62fedcb7-4985-4078-8645-292222c247ce,Advanced Study in Engineering,2024-03-06 12:15:23.846254,International Conference,10,Engineering,0.581,0.777,0.391,False,10.1234/internationalconference.2024.9408
9ab3b2d3-380f-47bf-9bf2-ef46b0cff155,Experimental Framework in Engineering,2017-01-10 03:05:23.016257,International Conference,42,Engineering,0.207,0.256,0.456,True,10.1234/internationalconference.2017.4105
69133a1f-af3e-46d3-b59d-ff9c3c633505,Advanced Analysis in Economics,2016-02-15 22:15:34.748925,International Conference,24,Economics,0.702,0.863,0.169,True,10.1234/internationalconference.2016.3759
c005e313-bed4-4a1f-9c5c-49d9b187cebb,Data Analysis in Computer Science,2019-05-08 13:13:35.520086,KDD,36,Computer Science,0.341,0.153,0.793,True,10.1234/kdd.2019.3520
5d47a7a9-1fb2-4f95-bff2-3bb696b04de7,Genomic Approach in Biology,2021-04-08 23:13:19.217921,PLOS Biology,8,Biology,0.886,0.999,0.727,True,10.1234/plosbiology.2021.3658
7ddbc53e-5507-48f5-b97d-1d9322e59c48,Deep Approach in Computer Science,2019-05-13 18:25:12.713126,NeurIPS,225,Computer Science,0.949,0.872,0.395,True,10.1234/neurips.2019.8376
0df2f5ea-cae6-49bf-8407-9040a305d689,Experimental Approach in Engineering,2018-03-14 18:10:39.120049,International Conference,169,Engineering,0.257,0.269,0.262,False,10.1234/internationalconference.2018.3492
95b2165e-2058-4e0a-bf7d-8775285f86cb,Advanced Analysis in Engineering,2025-03-30 07:00:07.255389,International Conference,28,Engineering,0.372,0.133,0.191,True,10.1234/internationalconference.2025.6033
aa3e6851-861e-49d7-8e4b-89c59d61c3ea,Theoretical Framework in Chemistry,2023-09-02 14:30:13.170503,Journal of Chemistry,2,Chemistry,0.649,0.699,0.507,True,10.1234/journalofchemistry.2023.7606
92eca7c8-993f-421f-8086-06b3a6eff5f0,Experimental Analysis in Medicine,2024-04-19 13:49:39.609806,BMJ,0,Medicine,0.796,0.703,0.108,False,10.1234/bmj.2024.9908
b78de99d-55c9-403d-9e18-7f7f0154f57c,Neural Study in Computer Science,2017-08-23 15:28:20.911630,CVPR,50,Computer Science,0.646,0.686,0.159,True,10.1234/cvpr.2017.8591
7960893e-e393-4198-94e4-046c42803aba,Novel Approach in Engineering,2025-04-18 23:15:18.304807,International Conference,0,Engineering,0.282,0.096,0.841,True,10.1234/internationalconference.2025.5051
8d1fe17d-f442-4aae-b526-91587cf0c3bf,Data Framework in Computer Science,2018-02-23 15:22:44.760967,KDD,36,Computer Science,0.139,0.0,0.269,True,10.1234/kdd.2018.6356
c3d1c80b-fc3a-44f1-a986-c71bcd8412d9,Evolutionary Approach in Biology,2023-03-19 06:11:41.625355,PLOS Biology,17,Biology,0.59,0.588,0.535,True,10.1234/plosbiology.2023.7821
ee41e32f-16f0-4257-bb7a-cce490325d47,Network Analysis in Computer Science,2018-01-13 10:44:42.069684,AAAI,26,Computer Science,0.103,0.221,0.573,True,10.1234/aaai.2018.3027
e0014e17-6e3f-4e5f-880f-548aa19b41b3,Particle Study in Physics,2018-03-13 06:03:47.630836,Nature Physics,0,Physics,0.466,0.073,0.773,True,10.1234/naturephysics.2018.3449
4d8d16ad-c4d4-40f4-9f75-c1df0546cd49,Atomic Approach in Physics,2016-01-19 06:38:28.824271,Physical Review Letters,4,Physics,0.572,0.32,0.106,True,10.1234/physicalreviewletters.2016.1416
4fe38860-9d84-425a-b02e-dc3116af18be,Genomic Approach in Biology,2025-01-09 07:08:42.517922,Cell,2,Biology,0.108,0.258,0.364,True,10.1234/cell.2025.4124
99ff2f63-b0b4-41e0-81fe-b373646e1832,Advanced Analysis in Economics,2016-06-17 13:43:25.411156,Journal of Economics,108,Economics,0.492,0.451,0.615,True,10.1234/journalofeconomics.2016.3251
d8f4199f-3d8d-4742-8ee4-9eeb6eb241a2,Novel Approach in Engineering,2023-09-13 05:36:25.680334,Journal of Engineering,34,Engineering,0.204,0.25,0.773,True,10.1234/journalofengineering.2023.6886
86d674e1-a36a-4d41-974c-d5bf2d0fb5d8,Genetic Study in Biology,2024-03-15 12:50:45.622944,Genome Research,8,Biology,0.706,0.766,0.256,True,10.1234/genomeresearch.2024.4863
bcc7312e-f946-4041-bbe0-6610641b837f,Network Study in Computer Science,2016-02-13 09:35:51.643155,ICML,9,Computer Science,0.426,0.468,0.134,True,10.1234/icml.2016.9898
75665d0f-ff38-402f-a8b6-712011dcb810,Particle Approach in Physics,2021-11-14 02:50:13.331132,Physical Review Letters,145,Physics,0.93,0.943,0.298,False,10.1234/physicalreviewletters.2021.3054
076c3031-870f-4485-adf3-99cc41ac4986,Machine Analysis in Computer Science,2017-06-08 04:02:14.299950,CVPR,41,Computer Science,0.581,0.585,0.298,False,10.1234/cvpr.2017.7464
f223591a-9f13-4e21-9e3c-97ba397e34c7,Machine Framework in Computer Science,2017-01-30 02:32:04.801120,ICML,5,Computer Science,0.348,0.291,0.602,False,10.1234/icml.2017.8808
ec2b21f9-4512-4c93-b625-c62a60c6754e,Neural Study in Computer Science,2022-07-16 00:13:22.624147,CVPR,8,Computer Science,0.461,0.343,0.313,True,10.1234/cvpr.2022.3590
0d38a5a3-3d79-452a-9e97-dda3829cf2cf,Advanced Study in Psychology,2016-12-09 04:57:06.934711,International Conference,220,Psychology,0.613,0.65,0.56,True,10.1234/internationalconference.2016.6130
d9b8a709-c2d1-45d2-b864-8a89ba405c72,Cellular Analysis in Biology,2018-03-20 11:17:52.555471,PNAS,59,Biology,0.638,0.718,0.379,False,10.1234/pnas.2018.3603
0e572761-5dbb-4f2f-9ec4-c8f26f033c2e,Learning Framework in Computer Science,2023-02-23 07:45:28.140287,KDD,43,Computer Science,0.108,0.0,0.439,True,10.1234/kdd.2023.8225
ebb762f0-8e9a-42fd-a6f3-41dcaf85dafe,Advanced Framework in Chemistry,2022-06-10 07:58:26.926479,Journal of Chemistry,9,Chemistry,0.906,0.781,0.469,True,10.1234/journalofchemistry.2022.8767
15b42b24-fa6a-474b-959d-f6579b56a0de,Genetic Approach in Biology,2019-09-15 14:49:55.067438,PLOS Biology,38,Biology,0.494,0.606,0.66,True,10.1234/plosbiology.2019.6094
8716d8ed-3dc0-41c8-81ef-0cd9f858a45a,Novel Study in Engineering,2022-01-15 01:59:26.285042,Journal of Engineering,117,Engineering,0.689,0.619,0.758,False,10.1234/journalofengineering.2022.9769
b91fe44d-96d2-4d89-ac30-e694a6752249,Theoretical Framework in Engineering,2016-05-31 20:54:30.294495,Journal of Engineering,9,Engineering,0.398,0.378,0.62,True,10.1234/journalofengineering.2016.7473
45837295-01e5-434d-b590-fc70d23bcc59,Genetic Analysis in Biology,2018-05-10 09:45:47.827965,Cell,44,Biology,0.363,0.285,0.269,True,10.1234/cell.2018.1848
5a645a7f-34b0-4b20-8fa0-0acaed4b643d,AI Framework in Computer Science,2021-01-15 06:54:27.952113,AAAI,64,Computer Science,0.842,0.738,0.329,True,10.1234/aaai.2021.3196
a20a5686-aa09-49bf-a87f-e989dadc4db4,Advanced Approach in Engineering,2017-04-28 13:26:42.784437,Journal of Engineering,74,Engineering,0.404,0.308,0.766,False,10.1234/journalofengineering.2017.8353
0be08c93-6827-4a52-9074-05be59c74557,Biological Analysis in Biology,2015-11-03 07:57:14.360325,Science,172,Biology,0.63,0.476,0.601,True,10.1234/science.2015.3924
f36d12a9-2826-4ae7-9a93-657d96780309,Experimental Approach in Engineering,2016-11-03 22:34:30.134169,International Conference,59,Engineering,0.415,0.607,0.731,False,10.1234/internationalconference.2016.1335
2e4d4999-1386-46c8-bbb8-0dd3031fb508,Cellular Study in Biology,2020-08-24 18:13:01.542684,PNAS,175,Biology,0.428,0.663,0.341,True,10.1234/pnas.2020.1586
d00f5d31-d05f-44ca-9547-6680ccb15280,Particle Approach in Physics,2020-06-27 02:44:00.953010,APL,440,Physics,0.096,0.022,0.617,True,10.1234/apl.2020.1305
42329782-6fa9-451f-918e-0b8f7e84e0cb,Biological Framework in Biology,2024-10-03 02:03:34.374187,PNAS,11,Biology,0.731,0.78,0.836,True,10.1234/pnas.2024.3369
0d31bf8c-f32c-4a58-8968-cdcacb495550,Network Framework in Computer Science,2021-07-12 13:00:38.254007,WWW,69,Computer Science,0.594,0.844,0.028,True,10.1234/www.2021.3253
32bf6484-9545-4fa1-a0ad-53068a66ab32,Experimental Analysis in Engineering,2020-11-20 10:08:49.098456,Journal of Engineering,17,Engineering,0.406,0.466,0.486,True,10.1234/journalofengineering.2020.3995
6a03d660-82b6-4074-9796-d41a44282a78,Theoretical Analysis in Economics,2021-04-01 12:59:06.266411,Journal of Economics,3,Economics,0.775,0.922,0.362,True,10.1234/journalofeconomics.2021.5740
74dc24f1-a13c-4dec-8158-2551dd54fccd,Genomic Framework in Biology,2020-11-14 21:29:26.589350,Nature,36,Biology,0.579,0.385,0.526,True,10.1234/nature.2020.9713
ca9f5255-50c0-4d53-8379-50a0f3b95485,Relativistic Study in Physics,2021-08-27 08:36:35.817385,Science Advances,0,Physics,0.091,0.0,0.46,True,10.1234/scienceadvances.2021.3914
87c0efac-9d2e-46a1-b504-ecc6e37e2c6e,Theoretical Framework in Chemistry,2024-12-06 06:43:44.241931,International Conference,9,Chemistry,0.485,0.645,0.783,True,10.1234/internationalconference.2024.4832
3ad9d4c4-5c90-40ee-93d3-bf35fe1ba6f6,Experimental Study in Economics,2016-07-23 07:33:35.381152,International Conference,31,Economics,0.846,0.813,0.169,True,10.1234/internationalconference.2016.4596
4213fef2-e8e0-44c0-9a9b-2d0a55134515,Relativistic Approach in Physics,2017-11-28 16:37:48.566816,Science Advances,113,Physics,0.496,0.373,0.22,True,10.1234/scienceadvances.2017.3773
5b88c601-1cd2-403c-a17d-dae793470b83,Learning Framework in Computer Science,2020-01-15 16:54:07.727269,ICML,4,Computer Science,0.506,0.31,0.717,True,10.1234/icml.2020.4140
2c1a7fe4-a823-4e51-a59b-c85414de7047,Biological Study in Biology,2016-03-26 16:06:01.311224,Science,149,Biology,0.761,0.689,0.353,True,10.1234/science.2016.8527
0ea728db-2fac-4b31-8a5a-39a6422d4158,Theoretical Approach in Psychology,2016-11-19 06:14:21.225587,International Conference,95,Psychology,0.107,0.149,0.513,False,10.1234/internationalconference.2016.8833
6478fd99-8632-4f3a-a0a0-f59aad334fcb,Deep Analysis in Computer Science,2022-03-02 14:03:22.065624,KDD,28,Computer Science,0.251,0.227,0.668,True,10.1234/kdd.2022.3959
4edc1a05-fba7-4ebc-9952-881e5d0b495b,Novel Analysis in Chemistry,2021-05-26 08:09:19.071819,Journal of Chemistry,4,Chemistry,0.318,0.456,0.404,True,10.1234/journalofchemistry.2021.8481
08e9b45d-6026-4caf-a620-2e5b77d4282b,Learning Approach in Computer Science,2023-11-01 19:23:31.790143,NeurIPS,39,Computer Science,0.423,0.431,0.161,True,10.1234/neurips.2023.9537
f930dce5-b6fb-4a62-930d-badcfbc13d86,Experimental Study in Mathematics,2022-02-22 17:36:44.093689,International Conference,3,Mathematics,0.275,0.383,0.596,True,10.1234/internationalconference.2022.2159
90c17d48-6a98-468f-b2f9-bf66ba18c92b,Neural Framework in Computer Science,2021-12-28 14:51:29.217910,CVPR,1243,Computer Science,0.65,0.47,0.16,True,10.1234/cvpr.2021.4065
92fca0eb-f8e1-4315-be71-d93fe522259f,Advanced Study in Medicine,2020-02-20 16:51:17.726416,New England Journal of Medicine,4,Medicine,0.5,0.397,0.789,False,10.1234/newenglandjournalofmedicine.2020.6222
85b2c6bf-c809-4898-b66f-a75eb3658221,Novel Analysis in Engineering,2019-11-25 15:35:37.275883,International Conference,443,Engineering,0.505,0.596,0.327,True,10.1234/internationalconference.2019.8660
3029fc9c-68dd-43c5-a707-b12db4749c78,Advanced Analysis in Engineering,2022-01-14 18:46:41.998436,Journal of Engineering,269,Engineering,0.605,0.537,0.5,True,10.1234/journalofengineering.2022.1112
5873412b-6d4a-437b-843b-b588730d0209,Theoretical Approach in Engineering,2023-02-10 04:07:29.792212,International Conference,88,Engineering,0.653,0.59,0.039,True,10.1234/internationalconference.2023.9120
5cb3cfa8-79da-4b82-b783-eb3ca9a6dce3,AI Analysis in Computer Science,2022-09-03 01:01:41.901429,ICML,12,Computer Science,0.081,0.0,0.297,True,10.1234/icml.2022.1100
8838dd0a-ce1f-4482-9ab5-9c6a9c835622,Experimental Analysis in Medicine,2018-01-28 11:02:46.263822,BMJ,22,Medicine,0.677,0.789,0.384,True,10.1234/bmj.2018.7545
09e6dada-8f5a-4579-ba71-434e84abfe9a,Novel Analysis in Mathematics,2020-11-02 04:20:57.122969,International Conference,33,Mathematics,0.112,0.022,0.663,True,10.1234/internationalconference.2020.8472
393aa479-f59c-43b1-be75-2685c91b0afd,Theoretical Framework in Engineering,2024-09-18 23:21:31.011613,International Conference,5,Engineering,0.158,0.243,0.249,True,10.1234/internationalconference.2024.7792
3b3f1821-f53b-47c6-958b-5f07320591f5,Novel Approach in Engineering,2016-10-13 02:57:45.081290,International Conference,34,Engineering,0.56,0.719,0.487,True,10.1234/internationalconference.2016.4894
aa78b971-395b-450d-86f1-ad7b4ed7f5ed,Advanced Analysis in Psychology,2023-07-16 13:59:11.442283,Journal of Psychology,14,Psychology,0.598,0.511,0.138,True,10.1234/journalofpsychology.2023.6872
f09d5511-a871-4b6f-bb79-9e8365cbf0ed,Advanced Analysis in Engineering,2017-03-23 08:54:19.013790,International Conference,25,Engineering,0.453,0.614,0.541,True,10.1234/internationalconference.2017.5578
76b84aab-8224-45db-b35c-c2c733564afa,Biological Analysis in Biology,2019-01-03 12:54:57.348309,PLOS Biology,979,Biology,0.496,0.711,0.187,True,10.1234/plosbiology.2019.5553
bd48aa92-ffbd-46dc-81ad-51e98b5ea0e1,Novel Study in Engineering,2024-05-08 08:38:36.310351,International Conference,62,Engineering,0.43,0.422,0.841,True,10.1234/internationalconference.2024.7074
924be47a-586b-402f-997e-bcc996e86e1f,Experimental Analysis in Chemistry,2022-07-24 15:06:03.132891,Journal of Chemistry,8,Chemistry,0.331,0.466,0.343,True,10.1234/journalofchemistry.2022.2651
a1d4f214-4830-49ac-8472-3da38be1cb52,Cellular Study in Biology,2021-04-06 07:43:31.337111,Science,53,Biology,0.852,0.945,0.678,True,10.1234/science.2021.1566
e7e351c3-5e1c-42b3-af07-7448276445cf,Algorithm Approach in Computer Science,2021-04-18 21:30:07.355187,CVPR,8,Computer Science,0.613,0.695,0.519,True,10.1234/cvpr.2021.6751
c0288a3d-e934-46ca-9cbc-8b9956009c07,Molecular Approach in Biology,2016-08-06 15:57:27.632731,Genome Research,1105,Biology,0.023,0.196,0.168,True,10.1234/genomeresearch.2016.7774
10283a29-15a8-4f12-b31c-f6da9773bbe4,Learning Analysis in Computer Science,2015-12-18 19:50:03.777629,AAAI,105,Computer Science,0.324,0.512,0.423,True,10.1234/aaai.2015.2797
10309853-ba34-4b5e-a2c7-a259cd2a1999,Advanced Approach in Economics,2020-05-26 11:45:03.785344,Journal of Economics,25,Economics,0.727,0.74,0.44,True,10.1234/journalofeconomics.2020.7729
3620e207-08b5-4097-8571-e1edfb39a346,AI Analysis in Computer Science,2018-04-29 03:12:17.368022,NeurIPS,13,Computer Science,0.59,0.674,0.411,True,10.1234/neurips.2018.6613
ccf33f36-7f0a-4f05-a0a2-55ea10212584,Neural Study in Computer Science,2021-07-20 03:23:02.033305,WWW,1,Computer Science,0.235,0.0,0.167,True,10.1234/www.2021.8026
8b77b076-ce82-4a7a-a46c-a8e0db9443a5,Novel Framework in Chemistry,2020-04-18 14:38:58.950932,Journal of Chemistry,308,Chemistry,0.066,0.182,0.302,False,10.1234/journalofchemistry.2020.6824
8bb1716e-6dbf-4c52-9095-f757fd843f7e,Advanced Analysis in Mathematics,2019-03-09 03:43:27.743916,Journal of Mathematics,48,Mathematics,0.558,0.692,0.334,True,10.1234/journalofmathematics.2019.1498
71e9c392-4b22-4929-ac22-5a0a12f80353,Experimental Approach in Mathematics,2024-01-09 15:20:12.821876,International Conference,19,Mathematics,0.618,0.534,0.107,True,10.1234/internationalconference.2024.9048
5b3a8176-0b66-45b3-a189-619a41556045,Thermodynamic Framework in Physics,2016-10-07 18:10:58.853024,APL,1908,Physics,0.847,0.911,0.276,False,10.1234/apl.2016.3332
3698c89c-9b35-4113-b6fe-31f9e213e970,Novel Study in Psychology,2024-06-10 02:20:55.595456,Journal of Psychology,5,Psychology,0.275,0.0,0.554,True,10.1234/journalofpsychology.2024.5273
25217f1a-34f8-4ab8-afc7-1a80c8fa955f,Novel Framework in Engineering,2024-02-26 02:10:49.112394,International Conference,17,Engineering,0.275,0.091,0.723,True,10.1234/internationalconference.2024.8976
00af96c7-7977-43db-b857-ab0555d5b884,Evolutionary Framework in Biology,2015-10-10 13:24:21.987695,PLOS Biology,208,Biology,0.815,0.917,0.508,True,10.1234/plosbiology.2015.1647
5a3d1d48-8248-4161-9d91-ff52ed1de694,Biological Study in Biology,2020-10-13 19:37:43.176452,PLOS Biology,1098,Biology,0.042,0.189,0.705,True,10.1234/plosbiology.2020.3826
18690ab4-4113-46e1-bdd9-00f126b24e4a,Novel Approach in Mathematics,2015-12-09 21:17:29.066679,Journal of Mathematics,4,Mathematics,0.644,0.535,0.117,False,10.1234/journalofmathematics.2015.3292
829ce088-5d77-4524-aa2d-86f367a48890,Neural Framework in Computer Science,2025-08-01 23:39:26.231742,AAAI,0,Computer Science,0.306,0.305,0.692,False,10.1234/aaai.2025.2034
c54d9af4-2aa8-4a7e-a7d7-497d20d7b9e1,Relativistic Study in Physics,2017-07-14 21:01:05.971110,Physical Review Letters,18,Physics,0.717,0.839,0.494,True,10.1234/physicalreviewletters.2017.6788
f53ae0c8-bca6-49fe-8083-a49556f9ff3e,Experimental Framework in Engineering,2023-10-10 06:12:50.345435,International Conference,3,Engineering,0.858,0.698,0.387,True,10.1234/internationalconference.2023.6245
9b75211e-1712-47ff-8c02-1cd38c6c7e58,Novel Approach in Chemistry,2021-06-27 18:10:34.956104,Journal of Chemistry,1,Chemistry,0.182,0.063,0.135,True,10.1234/journalofchemistry.2021.2156
e732708c-8a94-4c8a-9d75-b01f0836d5c3,Novel Framework in Engineering,2019-11-26 09:09:27.467137,International Conference,39,Engineering,0.448,0.336,0.13,False,10.1234/internationalconference.2019.6196
30227f69-ef7d-4a68-b454-e0b21632829c,Theoretical Study in Engineering,2016-11-11 01:28:10.728068,Journal of Engineering,2,Engineering,0.465,0.28,0.508,True,10.1234/journalofengineering.2016.9159
97eedc81-219c-4bc7-80af-3e3297c1eecf,Cellular Approach in Biology,2020-03-01 10:10:52.340268,Cell,19,Biology,0.49,0.346,0.447,True,10.1234/cell.2020.2436
b4179b61-ae71-42bc-9224-48df411ecfe2,Experimental Study in Engineering,2016-11-15 15:54:24.804218,Journal of Engineering,3,Engineering,0.86,1.0,0.383,True,10.1234/journalofengineering.2016.4909
db9a721e-052c-4c3e-a94f-4eec7d0bebe8,Advanced Approach in Chemistry,2022-12-13 13:19:34.498381,International Conference,17,Chemistry,0.346,0.357,0.439,False,10.1234/internationalconference.2022.9766
2b81bca4-a957-44aa-b0df-31e566da73cc,Theoretical Study in Engineering,2022-07-12 14:45:07.855760,Journal of Engineering,74,Engineering,0.599,0.666,0.465,False,10.1234/journalofengineering.2022.4944
354ee12e-af51-4663-a73c-396a43a77e24,Genomic Framework in Biology,2020-08-17 11:32:30.137618,Nature,12,Biology,0.66,0.763,0.57,True,10.1234/nature.2020.6477
ae42eac1-d733-4220-9486-46c03a4b1ad2,Experimental Approach in Chemistry,2015-10-17 02:22:30.040757,Journal of Chemistry,458,Chemistry,0.421,0.403,0.436,True,10.1234/journalofchemistry.2015.1438
bed194d2-26f1-41fd-b876-f083e4c1b67d,Learning Approach in Computer Science,2022-07-30 08:17:03.102983,AAAI,10,Computer Science,0.321,0.48,0.445,True,10.1234/aaai.2022.9346
0ca3e8d7-edc6-4ec7-ba22-e2ffc2c08cc8,Advanced Study in Engineering,2018-08-26 08:16:19.984446,Journal of Engineering,140,Engineering,0.661,0.696,0.273,True,10.1234/journalofengineering.2018.7840
92fd57a0-53e8-4ef3-a671-a9f4af20e41f,Network Analysis in Computer Science,2024-03-20 19:16:13.063071,SIGIR,103,Computer Science,0.275,0.104,0.52,False,10.1234/sigir.2024.2518
3c0e00fe-a105-4c41-af46-5396f4924948,Advanced Approach in Sociology,2016-10-21 05:56:21.053288,Journal of Sociology,55,Sociology,0.41,0.512,0.017,True,10.1234/journalofsociology.2016.3113
4949da0b-6a25-42a4-a2fa-edd49a8313f1,Advanced Study in Mathematics,2022-02-20 04:55:54.761488,International Conference,6,Mathematics,0.245,0.105,0.567,False,10.1234/internationalconference.2022.5989
ef30c4d9-a8b3-4379-aa6d-4619026e348f,Advanced Analysis in Engineering,2019-09-04 09:01:48.654099,Journal of Engineering,3,Engineering,0.375,0.535,0.79,True,10.1234/journalofengineering.2019.1388
edeac781-0a57-4cbc-9ff9-747ffb825828,Advanced Framework in Engineering,2020-07-26 05:07:00.888619,International Conference,6,Engineering,0.792,0.83,0.234,True,10.1234/internationalconference.2020.1746
6482b0fa-e0df-48a0-bcca-047a6c1772ba,Novel Analysis in Sociology,2016-01-05 02:06:32.273766,Journal of Sociology,43,Sociology,0.595,0.532,0.396,True,10.1234/journalofsociology.2016.7924
db8cd0ec-4bf2-4686-a0b0-4f65445e9945,Advanced Framework in Medicine,2016-07-02 09:37:17.846584,JAMA,251,Medicine,0.385,0.454,0.206,True,10.1234/jama.2016.8710
12412678-500c-4d2c-8d4f-76c3e837169b,Theoretical Study in Engineering,2020-01-17 12:35:34.583146,International Conference,59,Engineering,0.377,0.384,0.617,True,10.1234/internationalconference.2020.4010
83efca16-cbb4-4ce9-89e6-8fbc25d2aaa8,Genomic Analysis in Biology,2019-04-04 04:55:25.941627,Cell,139,Biology,0.247,0.378,0.105,True,10.1234/cell.2019.8835
b38b6735-5d49-4e62-a872-bcd08cde43f7,Advanced Study in Psychology,2016-12-08 00:43:14.623801,International Conference,36,Psychology,0.436,0.372,0.663,False,10.1234/internationalconference.2016.3103
352b0147-2de1-4713-859e-f9ffaf5c3297,Advanced Analysis in Chemistry,2021-11-28 06:42:22.573314,Journal of Chemistry,65,Chemistry,0.41,0.336,0.298,True,10.1234/journalofchemistry.2021.4075
c97f118d-ac94-4d11-9e9b-9a277d315b86,Experimental Framework in Medicine,2023-06-09 15:48:02.357630,JAMA,44,Medicine,0.517,0.161,0.505,True,10.1234/jama.2023.5191
1b663561-c746-40dd-9b49-9e7455643e8d,Novel Study in Chemistry,2019-08-17 23:26:01.592906,International Conference,26,Chemistry,0.54,0.543,0.003,True,10.1234/internationalconference.2019.6026
5a147cf4-0d7e-4136-bf36-cceff861c3fb,Experimental Study in Chemistry,2017-03-02 12:31:56.897360,International Conference,6,Chemistry,0.752,0.822,0.142,True,10.1234/internationalconference.2017.2711
bbc6c230-cdb8-401e-9c7a-06a19a5df497,Advanced Framework in Medicine,2016-04-21 00:53:36.800605,JAMA,100,Medicine,0.375,0.576,0.933,True,10.1234/jama.2016.6918
4a2fd930-25b7-498c-bc21-232193b0b8b9,Advanced Approach in Chemistry,2016-08-06 13:14:59.146662,International Conference,24,Chemistry,0.246,0.183,0.277,True,10.1234/internationalconference.2016.1340
0fec0e6a-02f7-4aa3-a9bf-e25cafda3f3b,Experimental Framework in Psychology,2023-10-28 10:42:08.098023,International Conference,4,Psychology,0.901,0.941,0.349,True,10.1234/internationalconference.2023.1031
1524d13e-6a0d-470b-9143-269f8dc290dd,Quantum Approach in Physics,2022-11-02 07:34:24.051338,Nature Physics,6,Physics,0.237,0.451,0.096,True,10.1234/naturephysics.2022.5788
df57f307-8422-48dc-8247-db7c035b6188,Advanced Study in Mathematics,2016-12-13 10:03:34.870117,Journal of Mathematics,7,Mathematics,0.684,0.54,0.223,True,10.1234/journalofmathematics.2016.2998
046bb442-cc48-4e0e-a433-02f89be17546,Cellular Analysis in Biology,2020-04-05 13:34:40.199435,Cell,55,Biology,0.124,0.198,0.025,False,10.1234/cell.2020.7002
f33a874c-c1b6-43af-8cf2-f54d56be8be6,Experimental Framework in Sociology,2019-05-08 15:21:29.639379,International Conference,266,Sociology,0.509,0.538,0.208,True,10.1234/internationalconference.2019.5971
9f2acf8f-4b06-41eb-9bb7-531d546164d9,Cellular Approach in Biology,2025-02-21 19:51:51.970750,PLOS Biology,16,Biology,0.529,0.461,0.361,True,10.1234/plosbiology.2025.8739
94e6d52d-e2cd-41c4-a80e-ff6edce33f17,Novel Study in Medicine,2020-08-25 20:46:28.978072,The Lancet,4,Medicine,0.437,0.395,0.344,True,10.1234/thelancet.2020.4801
c17e3782-eccf-4a75-835c-0a8e55bf038c,Experimental Framework in Engineering,2018-04-07 01:03:29.547250,Journal of Engineering,73,Engineering,0.43,0.334,0.374,True,10.1234/journalofengineering.2018.8606
461d9287-962d-41ab-ad1f-f2464a3300ad,Novel Approach in Chemistry,2022-09-07 02:07:37.428407,Journal of Chemistry,10,Chemistry,0.107,0.43,0.677,True,10.1234/journalofchemistry.2022.9013
48a4b711-74a6-40cf-b25c-e0827584a92e,Data Approach in Computer Science,2024-08-16 01:38:39.815456,ICML,5,Computer Science,0.732,0.757,0.247,True,10.1234/icml.2024.9564
ab4a594b-036b-4ca9-8264-2c3f0be364ad,Theoretical Framework in Chemistry,2023-01-18 20:51:57.191589,International Conference,11,Chemistry,0.936,0.895,0.588,True,10.1234/internationalconference.2023.9046
5cc4bae9-981d-45f3-9776-315eba97a4e9,Theoretical Framework in Psychology,2018-03-13 07:41:38.867486,International Conference,77,Psychology,0.562,0.548,0.399,True,10.1234/internationalconference.2018.8175
03b12188-086e-4127-8c1f-6159268451f5,Experimental Approach in Mathematics,2025-05-21 03:52:49.564304,International Conference,0,Mathematics,0.621,0.848,0.723,True,10.1234/internationalconference.2025.4567
a4577152-9cbe-411a-bc3d-7dc3341a310b,Theoretical Framework in Chemistry,2017-03-25 16:23:17.350921,International Conference,126,Chemistry,0.563,0.356,0.254,False,10.1234/internationalconference.2017.2252
9cad60e3-53a7-48fe-8743-10a3d45be4da,Novel Study in Medicine,2022-12-03 17:51:47.829656,The Lancet,18,Medicine,0.11,0.104,0.175,True,10.1234/thelancet.2022.9798
de4a93e7-52fa-4d96-aa4c-e7e02d4e85fd,Advanced Study in Engineering,2018-07-19 10:06:14.366677,Journal of Engineering,47,Engineering,0.69,0.903,0.358,True,10.1234/journalofengineering.2018.8478
c09469bf-b3ee-4726-a398-5043177122d2,Novel Approach in Sociology,2015-12-11 09:11:34.660947,Journal of Sociology,311,Sociology,0.267,0.748,0.367,True,10.1234/journalofsociology.2015.5550
