paper_id,publication_date,citations,author_count,impact_factor,research_field,publication_year,citation_score,paper_age_days,recency_score,journal_score,collaboration_score,field_median_citations,field_median_authors,field_adjustment,citation_score_adj,composite_score
PAPER_03624,2018-02-03 11:32:31.111775,129,6,4.1,Biology,2018,62.12092682904369,2818,22.794520547945208,13.598673300165837,86.46647167633873,29.0,4.0,0.9206349206349206,57.19069454102435,59.43718396280184
PAPER_03625,2019-07-08 11:32:31.111775,12,3,1.26,Biology,2019,32.73464892275337,2298,37.04109589041096,4.179104477611941,63.212055882855765,29.0,4.0,0.9206349206349206,30.13666091301104,42.475255010027965
PAPER_03626,2023-01-24 11:32:31.111775,12,4,1.51,Computer Science,2023,32.73464892275337,1002,72.54794520547945,5.0082918739635165,73.64028618842732,32.0,4.0,1.0158730158730158,33.254246524701834,58.39220408390536
PAPER_03627,2016-09-12 11:32:31.111775,0,7,3.94,Computer Science,2016,0.0,3327,8.849315068493146,13.06799336650083,90.30280321355949,32.0,4.0,1.0158730158730158,0.0,24.66849031551902
PAPER_03628,2020-11-09 11:32:31.111775,126,7,2.73,Biology,2020,61.8229608042994,1808,50.465753424657535,9.054726368159205,90.30280321355949,29.0,4.0,0.9206349206349206,56.91637661348198,68.13127086413667
PAPER_03629,2025-04-24 11:32:31.111775,87,4,3.47,Computer Science,2025,57.141108187770875,181,95.04109589041096,11.509121061359869,73.64028618842732,32.0,4.0,1.0158730158730158,58.04810990503707,81.00578796767748
PAPER_03630,2019-12-22 11:32:31.111775,48,4,12.31,Computer Science,2019,49.668571723840415,2131,41.61643835616439,40.82918739635158,73.64028618842732,32.0,4.0,1.0158730158730158,50.45696175120296,66.86828840889625
PAPER_03631,2016-11-06 11:32:31.111775,74,4,4.0,Biology,2016,55.10107137734833,3272,10.356164383561639,13.266998341625207,73.64028618842732,29.0,4.0,0.9206349206349206,50.72797047438418,49.118076984904874
PAPER_03632,2021-10-26 11:32:31.111775,6,2,3.68,Computer Science,2021,24.834285861920208,1457,60.08219178082192,12.205638474295192,48.6582880967408,32.0,4.0,1.0158730158730158,25.22848087560148,46.79795792955111
PAPER_03633,2023-12-09 11:32:31.111775,27,6,2.43,Engineering,2023,42.52658808334245,683,81.28767123287672,8.059701492537314,86.46647167633873,31.5,4.0,1.0,42.52658808334245,69.70917213490898
PAPER_03634,2025-02-11 11:32:31.111775,18,4,3.99,Mathematics,2025,37.577808691269304,253,93.06849315068493,13.233830845771147,73.64028618842732,31.0,4.0,0.9841269841269841,36.981335537439634,69.49164680329936
PAPER_03635,2017-12-13 11:32:31.111775,4,5,1.04,Biology,2017,20.5401267955792,2870,21.36986301369863,3.4494195688225546,81.11243971624383,29.0,4.0,0.9206349206349206,18.909958002279264,34.59404412823025
PAPER_03636,2016-05-23 11:32:31.111775,30,2,3.44,Computer Science,2016,43.8255691938098,3439,5.780821917808221,11.409618573797678,48.6582880967408,32.0,4.0,1.0158730158730158,44.52121314926709,38.71790332969327
PAPER_03637,2018-10-28 11:32:31.111775,175,4,1.21,Computer Science,2018,65.98725929848199,2551,30.109589041095887,4.013266998341625,73.64028618842732,32.0,4.0,1.0158730158730158,67.0346761127436,62.022486604636406
PAPER_03638,2020-01-16 11:32:31.111775,1,6,1.75,Computer Science,2020,8.846151110711121,2106,42.30136986301369,5.804311774461028,86.46647167633873,32.0,4.0,1.0158730158730158,8.986566207706534,38.00146099057827
PAPER_03639,2023-05-15 11:32:31.111775,14,4,3.48,Computer Science,2023,34.560944581769135,891,75.58904109589041,11.542288557213931,73.64028618842732,32.0,4.0,1.0158730158730158,35.109531003701974,62.16429555396885
PAPER_03640,2022-08-06 11:32:31.111775,9,2,4.31,Biology,2022,29.386277906290324,1173,67.86301369863014,14.29519071310116,48.6582880967408,29.0,4.0,0.9206349206349206,27.054033628013315,50.95159732739655
PAPER_03641,2022-07-29 11:32:31.111775,11,4,2.46,Computer Science,2022,31.71312000761218,1181,67.64383561643837,8.159203980099502,73.64028618842732,32.0,4.0,1.0158730158730158,32.216502864875864,57.034741153311096
PAPER_03642,2016-04-03 11:32:31.111775,160,4,2.63,Medicine,2016,64.85039848386454,3489,4.410958904109585,8.723051409618574,73.64028618842732,31.0,4.0,0.9841269841269841,63.82102707935875,52.934405715620514
PAPER_03643,2025-08-11 11:32:31.111775,28,5,3.07,Psychology,2025,42.974433975861295,72,98.02739726027397,10.182421227197347,81.11243971624383,32.0,4.0,1.0158730158730158,43.656567848494014,75.4271725863989
PAPER_03644,2016-08-18 11:32:31.111775,28,3,5.27,Mathematics,2016,42.974433975861295,3352,8.16438356164384,17.47927031509121,63.212055882855765,31.0,4.0,0.9841269841269841,42.29230010322858,42.882262972288885
PAPER_03645,2017-12-03 11:32:31.111775,77,7,1.05,Engineering,2017,55.60161781965442,2880,21.095890410958905,3.482587064676617,90.30280321355949,31.5,4.0,1.0,55.60161781965442,56.069442576754604
PAPER_03646,2024-11-01 11:32:31.111775,6,3,2.78,Biology,2024,24.834285861920208,355,90.27397260273973,9.220563847429519,63.212055882855765,29.0,4.0,0.9206349206349206,22.86331079351384,57.79245920394277
PAPER_03647,2024-05-09 11:32:31.111775,30,5,1.04,Mathematics,2024,43.8255691938098,531,85.45205479452055,3.4494195688225546,81.11243971624383,31.0,4.0,0.9841269841269841,43.1299252383525,69.11468710960183
PAPER_03648,2022-05-27 11:32:31.111775,25,3,2.15,Computer Science,2022,41.5808000334645,1244,65.91780821917807,7.131011608623548,63.212055882855765,32.0,4.0,1.0158730158730158,42.24081273240838,59.46293088401981
PAPER_03649,2023-12-08 11:32:31.111775,43,8,3.2,Psychology,2023,48.29495707705974,684,81.26027397260273,10.613598673300167,93.05165487771984,32.0,4.0,1.0158730158730158,49.06154369733053,75.22216827726804
PAPER_03650,2023-05-06 11:32:31.111775,2096,8,1.25,Mathematics,2023,97.60941457075235,900,75.34246575342466,4.1459369817578775,93.05165487771984,31.0,4.0,0.9841269841269841,96.06005878391501,96.74196250930963
PAPER_03651,2022-01-30 11:32:31.111775,79,3,2.99,Biology,2022,55.92473123842369,1361,62.712328767123296,9.917081260364844,63.212055882855765,29.0,4.0,0.9206349206349206,51.486260505215455,64.10088873216775
PAPER_03652,2018-03-31 11:32:31.111775,22,6,8.75,Chemistry,2018,40.01611262194432,2762,24.328767123287676,29.021558872305143,86.46647167633873,28.0,4.0,0.8888888888888888,35.569877886172726,52.48138432992787
PAPER_03653,2021-03-10 11:32:31.111775,101,4,4.47,Computer Science,2021,59.02528285001818,1687,53.78082191780822,14.825870646766168,73.64028618842732,32.0,4.0,1.0158730158730158,59.962192101605766,69.0738208689401
PAPER_03654,2018-02-26 11:32:31.111775,7,4,5.57,Biology,2018,26.538453332133365,2795,23.424657534246574,18.474295190713104,73.64028618842732,29.0,4.0,0.9206349206349206,24.432226877202144,40.77985980055489
PAPER_03655,2025-07-25 11:32:31.111775,1,2,3.61,Medicine,2025,8.846151110711121,89,97.56164383561644,11.97346600331675,48.6582880967408,31.0,4.0,0.9841269841269841,8.705736013715706,50.442678925469586
PAPER_03656,2019-07-19 11:32:31.111775,9,3,7.8,Biology,2019,29.386277906290324,2287,37.34246575342466,25.870646766169152,63.212055882855765,29.0,4.0,0.9206349206349206,27.054033628013315,46.74606849971943
PAPER_03657,2019-03-19 11:32:31.111775,18,5,1.48,Mathematics,2019,37.577808691269304,2409,34.0,4.9087893864013274,81.11243971624383,31.0,4.0,0.9841269841269841,36.981335537439634,48.93208480017168
PAPER_03658,2015-12-26 11:32:31.111775,33,6,2.79,Biology,2015,45.004465063828256,3588,1.698630136986301,9.253731343283583,86.46647167633873,29.0,4.0,0.9206349206349206,41.43268212225458,42.724848766408826
PAPER_03659,2018-03-10 11:32:31.111775,46,3,3.73,Biology,2018,49.13673233981174,2783,23.75342465753425,12.371475953565508,63.212055882855765,29.0,4.0,0.9206349206349206,45.23699167792192,48.32528494522357
PAPER_03660,2017-12-11 11:32:31.111775,162,3,7.2,Chemistry,2017,65.00795972386534,2872,21.31506849315068,23.880597014925375,63.212055882855765,28.0,4.0,0.8888888888888888,57.7848530878803,57.33712265573631
PAPER_03661,2024-02-17 11:32:31.111775,33,1,2.1,Medicine,2024,45.004465063828256,613,83.2054794520548,6.965174129353234,28.34686894262107,31.0,4.0,0.9841269841269841,44.29010847551352,59.30004024872216
PAPER_03662,2017-02-16 11:32:31.111775,32,6,1.0,Computer Science,2017,44.62347264182743,3170,13.15068493150685,3.316749585406302,86.46647167633873,32.0,4.0,1.0158730158730158,45.33178173138025,47.06905426586261
PAPER_03663,2024-03-10 11:32:31.111775,2,3,12.0,Biology,2024,14.020817786189935,591,83.80821917808218,39.800995024875625,63.212055882855765,29.0,4.0,0.9206349206349206,12.908054469825654,58.487403445622455
PAPER_03664,2024-04-09 11:32:31.111775,1,3,1.08,Physics,2024,8.846151110711121,561,84.63013698630138,3.582089552238806,63.212055882855765,32.0,4.0,1.0158730158730158,8.986566207706534,46.930322555978144
PAPER_03665,2021-03-08 11:32:31.111775,37,5,1.5,Mathematics,2021,46.42395980198043,1689,53.72602739726027,4.975124378109453,81.11243971624383,31.0,4.0,0.9841269841269841,45.68707155115534,60.24769715851998
PAPER_03666,2018-07-14 11:32:31.111775,25,7,2.64,Physics,2018,41.5808000334645,2657,27.205479452054792,8.756218905472638,90.30280321355949,32.0,4.0,1.0158730158730158,42.24081273240838,52.36044610425649
PAPER_03667,2023-08-13 11:32:31.111775,107,2,3.06,Engineering,2023,59.75475557999205,801,78.05479452054794,10.149253731343284,48.6582880967408,31.5,4.0,1.0,59.75475557999205,70.82330946432006
PAPER_03668,2022-08-04 11:32:31.111775,7,3,6.4,Chemistry,2022,26.538453332133365,1175,67.8082191780822,21.227197346600335,63.212055882855765,28.0,4.0,0.8888888888888888,23.589736295229656,53.8654733953677
PAPER_03669,2023-09-15 11:32:31.111775,1,2,2.78,Biology,2023,8.846151110711121,768,78.95890410958903,9.220563847429519,48.6582880967408,29.0,4.0,0.9206349206349206,8.144075625734047,43.15690488594921
PAPER_03670,2018-02-08 11:32:31.111775,26,3,3.38,Computer Science,2018,42.062453358569805,2813,22.931506849315063,11.2106135986733,63.212055882855765,32.0,4.0,1.0158730158730158,42.73011134838837,46.39115394801004
PAPER_03671,2020-04-05 11:32:31.111775,11,3,1.67,Computer Science,2020,31.71312000761218,2026,44.49315068493151,5.538971807628524,63.212055882855765,32.0,4.0,1.0158730158730158,32.216502864875864,46.45915074388454
PAPER_03672,2018-07-01 11:32:31.111775,2,2,3.53,Physics,2018,14.020817786189935,2670,26.84931506849315,11.708126036484245,48.6582880967408,32.0,4.0,1.0158730158730158,14.243370449462791,29.608133977475536
PAPER_03673,2022-01-02 11:32:31.111775,67,5,2.28,Medicine,2022,53.850616174539375,1389,61.945205479452056,7.5621890547263675,81.11243971624383,31.0,4.0,0.9841269841269841,52.99584448922922,67.62717922283956
PAPER_03674,2019-06-03 11:32:31.111775,4,3,1.31,Physics,2019,20.5401267955792,2333,36.082191780821915,4.344941956882256,63.212055882855765,32.0,4.0,1.0158730158730158,20.866160554239187,37.218635470148534
PAPER_03675,2024-07-05 11:32:31.111775,45,3,9.78,Physics,2024,48.86226373265544,474,87.01369863013699,32.43781094527363,63.212055882855765,32.0,4.0,1.0158730158730158,49.637855220475366,77.31391268034429
PAPER_03676,2018-12-27 11:32:31.111775,14,1,1.26,Chemistry,2018,34.560944581769135,2491,31.753424657534246,4.179104477611941,28.34686894262107,28.0,4.0,0.8888888888888888,30.72083962823923,33.99160299528485
PAPER_03677,2020-01-31 11:32:31.111775,7,3,4.4,Computer Science,2020,26.538453332133365,2091,42.71232876712329,14.59369817578773,63.212055882855765,32.0,4.0,1.0158730158730158,26.959698623119607,45.4695537365321
PAPER_03678,2021-01-15 11:32:31.111775,21,5,8.16,Computer Science,2021,39.44880596634863,1741,52.301369863013704,27.064676616915424,81.11243971624383,32.0,4.0,1.0158730158730158,40.074977489624004,62.68738685550451
PAPER_03679,2021-10-18 11:32:31.111775,90,4,1.59,Biology,2021,57.56893478467357,1465,59.86301369863014,5.27363184079602,73.64028618842732,29.0,4.0,0.9206349206349206,52.999971706524875,64.81081160464845
PAPER_03680,2023-02-02 11:32:31.111775,22,2,1.81,Psychology,2023,40.01611262194432,993,72.79452054794521,6.003316749585406,48.6582880967408,32.0,4.0,1.0158730158730158,40.651289012768835,57.68344467782559
PAPER_03681,2019-11-04 11:32:31.111775,74,8,2.67,Engineering,2019,55.10107137734833,2179,40.301369863013704,8.855721393034827,93.05165487771984,31.5,4.0,1.0,55.10107137734833,64.24436703532582
PAPER_03682,2019-04-10 11:32:31.111775,5,3,2.05,Mathematics,2019,22.866968896901056,2387,34.6027397260274,6.799336650082918,63.212055882855765,31.0,4.0,0.9841269841269841,22.504001136632784,38.260829111644725
PAPER_03683,2018-09-30 11:32:31.111775,80,4,5.27,Biology,2018,56.08327114475974,2579,29.342465753424662,17.47927031509121,73.64028618842732,29.0,4.0,0.9206349206349206,51.632217879302615,57.10853549150331
PAPER_03684,2019-11-06 11:32:31.111775,11,4,2.24,Physics,2019,31.71312000761218,2177,40.35616438356164,7.429519071310117,73.64028618842732,32.0,4.0,1.0158730158730158,32.216502864875864,47.67851649674272
PAPER_03685,2021-07-25 11:32:31.111775,57,6,13.77,Biology,2021,51.820585086572414,1550,57.53424657534247,45.67164179104478,86.46647167633873,29.0,4.0,0.9206349206349206,47.70784023843174,74.61905372301463
PAPER_03686,2025-09-17 11:32:31.111775,39,2,6.87,Mathematics,2025,47.07858012771256,35,99.04109589041096,22.786069651741293,48.6582880967408,31.0,4.0,0.9841269841269841,46.33130107806633,74.05207550550907
PAPER_03687,2021-05-22 11:32:31.111775,188,4,7.77,Biology,2021,66.89673922049,1614,55.78082191780822,25.771144278606968,73.64028618842732,29.0,4.0,0.9206349206349206,61.5874742029908,73.55755407862047
PAPER_03688,2021-01-14 11:32:31.111775,21,2,1.2,Computer Science,2021,39.44880596634863,1742,52.273972602739725,3.9800995024875623,48.6582880967408,32.0,4.0,1.0158730158730158,40.074977489624004,49.94196744554145
PAPER_03689,2016-12-01 11:32:31.111775,2,4,1.58,Computer Science,2016,14.020817786189935,3247,11.041095890410958,5.240464344941957,73.64028618842732,32.0,4.0,1.0158730158730158,14.243370449462791,27.59627894956221
PAPER_03690,2024-10-25 11:32:31.111775,0,4,1.56,Mathematics,2024,0.0,362,90.08219178082192,5.174129353233831,73.64028618842732,31.0,4.0,0.9841269841269841,0.0,46.46173582135816
PAPER_03691,2023-12-01 11:32:31.111775,101,6,4.34,Mathematics,2023,59.02528285001818,691,81.06849315068493,14.39469320066335,86.46647167633873,31.0,4.0,0.9841269841269841,58.088373598430586,79.69524071863403
PAPER_03692,2021-01-29 11:32:31.111775,34,6,1.04,Computer Science,2021,45.374412657499406,1727,52.68493150684932,3.4494195688225546,86.46647167633873,32.0,4.0,1.0158730158730158,46.094641429840664,60.78576891473134
PAPER_03693,2024-05-09 11:32:31.111775,81,3,5.93,Engineering,2024,56.239865727055985,531,85.45205479452055,19.66832504145937,63.212055882855765,31.5,4.0,1.0,56.239865727055985,76.90637677372142
PAPER_03694,2025-03-25 11:32:31.111775,11,2,3.38,Engineering,2025,31.71312000761218,211,94.21917808219177,11.2106135986733,48.6582880967408,31.5,4.0,1.0,31.71312000761218,61.47321915052989
PAPER_03695,2019-05-28 11:32:31.111775,18,3,3.51,Chemistry,2019,37.577808691269304,2339,35.917808219178085,11.641791044776118,63.212055882855765,28.0,4.0,0.8888888888888888,33.402496614461604,45.85641595225381
PAPER_03696,2018-02-03 11:32:31.111775,1,2,3.31,Mathematics,2018,8.846151110711121,2818,22.794520547945208,10.978441127694861,48.6582880967408,31.0,4.0,0.9841269841269841,8.705736013715706,25.07670314329924
PAPER_03697,2019-12-21 11:32:31.111775,267,5,3.3,Computer Science,2019,71.353843851263,2132,41.58904109589041,10.945273631840797,81.11243971624383,32.0,4.0,1.0158730158730158,72.48644454731479,72.17086478685587
PAPER_03698,2019-04-28 11:32:31.111775,55,6,1.66,Medicine,2019,51.37273919405359,2369,35.09589041095891,5.505804311774462,86.46647167633873,31.0,4.0,0.9841269841269841,50.55729888938607,57.83043965090889
PAPER_03699,2020-06-15 11:32:31.111775,195,6,2.0,Biology,2020,67.36087394526265,1955,46.43835616438356,6.633499170812604,86.46647167633873,29.0,4.0,0.9206349206349206,62.01477283849577,68.09476633218546
PAPER_03700,2016-04-29 11:32:31.111775,13,1,3.01,Computer Science,2016,33.68043697263133,3463,5.1232876712328785,9.983416252072969,28.34686894262107,32.0,4.0,1.0158730158730158,34.215047083308015,28.48760466875736
PAPER_03701,2022-02-14 11:32:31.111775,45,6,4.4,Mathematics,2022,48.86226373265544,1346,63.12328767123287,14.59369817578773,86.46647167633873,31.0,4.0,0.9841269841269841,48.08667224483551,68.35262168457446
PAPER_03702,2025-07-03 11:32:31.111775,57,2,1.95,Biology,2025,51.820585086572414,111,96.95890410958904,6.467661691542288,48.6582880967408,29.0,4.0,0.9206349206349206,47.70784023843174,69.71007660323126
PAPER_03703,2018-04-18 11:32:31.111775,16,3,5.92,Medicine,2018,36.15831395311713,2744,24.821917808219172,19.63515754560531,63.212055882855765,31.0,4.0,0.9841269841269841,35.584372461797805,45.45016235502127
PAPER_03704,2024-02-16 11:32:31.111775,112,3,5.99,Physics,2024,60.33233370361775,614,83.17808219178082,19.86733001658375,63.212055882855765,32.0,4.0,1.0158730158730158,61.28998979415136,78.90892647720625
PAPER_03705,2017-06-13 11:32:31.111775,224,1,1.96,Computer Science,2017,69.12188916353827,3053,16.356164383561644,6.500829187396352,28.34686894262107,32.0,4.0,1.0158730158730158,70.21906200740395,50.66117482006754
PAPER_03706,2015-12-30 11:32:31.111775,137,4,3.46,Psychology,2015,62.88308151884539,3584,1.8082191780821932,11.475953565505804,73.64028618842732,32.0,4.0,1.0158730158730158,63.88122566993817,52.83232155906623
PAPER_03707,2018-09-27 11:32:31.111775,71,2,2.29,Physics,2018,54.58008890451323,2582,29.260273972602736,7.595356550580432,48.6582880967408,32.0,4.0,1.0158730158730158,55.44643952204518,51.44346811275632
PAPER_03708,2022-01-07 11:32:31.111775,13,5,1.63,Physics,2022,33.68043697263133,1384,62.082191780821915,5.406301824212272,81.11243971624383,32.0,4.0,1.0158730158730158,34.215047083308015,57.00687777652844
PAPER_03709,2022-05-13 11:32:31.111775,14,4,5.92,Biology,2022,34.560944581769135,1258,65.53424657534246,19.63515754560531,73.64028618842732,29.0,4.0,0.9206349206349206,31.818012472104915,59.194448393107315
PAPER_03710,2022-04-23 11:32:31.111775,275,4,15.3,Engineering,2022,71.72923262955649,1278,64.98630136986301,50.74626865671642,73.64028618842732,31.5,4.0,1.0,71.72923262955649,88.80215082468231
PAPER_03711,2023-11-21 11:32:31.111775,0,6,3.5,Biology,2023,0.0,701,80.7945205479452,11.608623548922056,86.46647167633873,29.0,4.0,0.9206349206349206,0.0,47.65533574398918
PAPER_03712,2020-06-30 11:32:31.111775,65,4,8.36,Computer Science,2020,53.46962375253855,1940,46.84931506849315,27.72802653399668,73.64028618842732,32.0,4.0,1.0158730158730158,54.31834793908678,67.18053807562806
PAPER_03713,2019-02-15 11:32:31.111775,63,5,4.08,Physics,2019,53.07690666426673,2441,33.12328767123288,13.532338308457712,81.11243971624383,32.0,4.0,1.0158730158730158,53.919397246239214,60.05123400843833
PAPER_03714,2017-07-10 11:32:31.111775,47,2,3.5,Medicine,2017,49.40542222903442,3026,17.0958904109589,11.608623548922056,48.6582880967408,31.0,4.0,0.9841269841269841,48.6212091777799,44.77187009602168
PAPER_03715,2018-01-05 11:32:31.111775,533,2,2.96,Biology,2018,80.15228537991361,2847,21.999999999999996,9.817578772802655,48.6582880967408,29.0,4.0,0.9206349206349206,73.79099288944427,59.45604015613992
PAPER_03716,2019-07-07 11:32:31.111775,16,5,1.81,Biology,2019,36.15831395311713,2299,37.01369863013698,6.003316749585406,81.11243971624383,29.0,4.0,0.9206349206349206,33.28860649652053,48.254306343934076
PAPER_03717,2018-05-24 11:32:31.111775,18,3,1.26,Chemistry,2018,37.577808691269304,2708,25.808219178082194,4.179104477611941,63.212055882855765,28.0,4.0,0.8888888888888888,33.402496614461604,40.45856939689655
PAPER_03718,2020-01-27 11:32:31.111775,3,4,2.75,Chemistry,2020,17.692302221422242,2095,42.602739726027394,9.12106135986733,73.64028618842732,28.0,4.0,0.8888888888888888,15.726490863486436,40.030029477481925
PAPER_03719,2022-03-15 11:32:31.111775,26,2,3.47,Biology,2022,42.062453358569805,1317,63.91780821917807,11.509121061359869,48.6582880967408,29.0,4.0,0.9206349206349206,38.72416340947696,55.1471305832126
PAPER_03720,2025-02-27 11:32:31.111775,12,4,3.14,Engineering,2025,32.73464892275337,237,93.5068493150685,10.41459369817579,73.64028618842732,31.5,4.0,1.0,32.73464892275337,66.60075344421101
PAPER_03721,2018-07-27 11:32:31.111775,18,5,4.57,Computer Science,2018,37.577808691269304,2644,27.561643835616433,15.157545605306803,81.11243971624383,32.0,4.0,1.0158730158730158,38.174281845098974,50.16386218007239
PAPER_03722,2021-05-31 11:32:31.111775,105,3,1.64,Biology,2021,59.51620100191032,1605,56.02739726027397,5.439469320066335,63.212055882855765,29.0,4.0,0.9206349206349206,54.79269298588569,62.430238409200136
PAPER_03723,2021-12-27 11:32:31.111775,199,5,2.31,Biology,2021,67.61870692329175,1395,61.780821917808225,7.661691542288558,81.11243971624383,29.0,4.0,0.9206349206349206,62.25214288176066,72.57034969352804
PAPER_03724,2023-02-26 11:32:31.111775,8,10,2.61,Biology,2023,28.04163557237987,969,73.45205479452055,8.656716417910449,96.43260066527476,29.0,4.0,0.9206349206349206,25.816108939651308,60.27114776621087
PAPER_03725,2023-06-30 11:32:31.111775,20,5,1.62,Computer Science,2023,38.855103648110145,845,76.84931506849315,5.373134328358209,81.11243971624383,32.0,4.0,1.0158730158730158,39.47185132506427,64.77865323124338
PAPER_03726,2019-08-07 11:32:31.111775,187,3,8.11,Biology,2019,66.829034561234,2268,37.863013698630134,26.89883913764511,63.212055882855765,29.0,4.0,0.9206349206349206,61.52514292939002,65.71164280352333
PAPER_03727,2018-09-13 11:32:31.111775,2,6,4.43,Computer Science,2018,14.020817786189935,2596,28.87671232876712,14.693200663349918,86.46647167633873,32.0,4.0,1.0158730158730158,14.243370449462791,38.705522291197475
PAPER_03728,2024-05-16 11:32:31.111775,3,1,1.29,Chemistry,2024,17.692302221422242,524,85.64383561643835,4.27860696517413,28.34686894262107,28.0,4.0,0.8888888888888888,15.726490863486436,44.055345040994695
PAPER_03729,2025-01-10 11:32:31.111775,7,3,4.74,Mathematics,2025,26.538453332133365,285,92.19178082191782,15.721393034825873,63.212055882855765,31.0,4.0,0.9841269841269841,26.11720804114712,61.92977020355328
PAPER_03730,2021-04-17 11:32:31.111775,43,3,3.38,Physics,2021,48.29495707705974,1649,54.821917808219176,11.2106135986733,63.212055882855765,32.0,4.0,1.0158730158730158,49.06154369733053,60.49718610207561
PAPER_03731,2023-12-05 11:32:31.111775,6,5,3.23,Biology,2023,24.834285861920208,687,81.17808219178082,10.713101160862355,81.11243971624383,29.0,4.0,0.9206349206349206,22.86331079351384,58.74527846268952
PAPER_03732,2023-01-04 11:32:31.111775,296,2,14.75,Biology,2023,72.66510821420731,1022,72.0,48.92205638474296,48.6582880967408,29.0,4.0,0.9206349206349206,66.89803613371465,83.04006248459768
PAPER_03733,2024-02-09 11:32:31.111775,26,4,3.89,Medicine,2024,42.062453358569805,621,82.98630136986301,12.902155887230515,73.64028618842732,31.0,4.0,0.9841269841269841,41.39479536875123,68.38856278793402
PAPER_03734,2021-04-25 11:32:31.111775,32,8,7.81,Mathematics,2021,44.62347264182743,1641,55.04109589041095,25.903814262023218,93.05165487771984,31.0,4.0,0.9841269841269841,43.91516355227461,67.76267482030576
PAPER_03735,2020-12-24 11:32:31.111775,11,2,8.34,Chemistry,2020,31.71312000761218,1763,51.6986301369863,27.66169154228856,48.6582880967408,28.0,4.0,0.8888888888888888,28.18944000676638,49.72479833708843
PAPER_03736,2017-09-13 11:32:31.111775,29,4,1.32,Computer Science,2017,43.407095692480254,2961,18.87671232876712,4.378109452736319,73.64028618842732,32.0,4.0,1.0158730158730158,44.09609721140851,46.0291827425739
PAPER_03737,2024-01-12 11:32:31.111775,54,4,1.03,Computer Science,2024,51.14278165121671,649,82.21917808219177,3.4162520729684913,73.64028618842732,32.0,4.0,1.0158730158730158,51.95457183615665,71.25530773267047
PAPER_03738,2024-09-23 11:32:31.111775,74,4,2.71,Computer Science,2024,55.10107137734833,394,89.20547945205479,8.988391376451078,73.64028618842732,32.0,4.0,1.0158730158730158,55.97569155794116,77.2567514721826
PAPER_03739,2019-10-06 11:32:31.111775,75,2,5.4,Physics,2019,55.27011091269155,2208,39.50684931506849,17.910447761194032,48.6582880967408,32.0,4.0,1.0158730158730158,56.14741426051205,58.02982354007157
PAPER_03740,2017-09-17 11:32:31.111775,41,2,6.22,Chemistry,2017,47.701254758821264,2957,18.986301369863014,20.630182421227197,48.6582880967408,28.0,4.0,0.8888888888888888,42.40111534117445,44.488380489953414
PAPER_03741,2017-05-20 11:32:31.111775,155,3,5.65,Chemistry,2017,64.44776893036556,3077,15.698630136986303,18.739635157545607,63.212055882855765,28.0,4.0,0.8888888888888888,57.28690571588049,53.80364968462097
PAPER_03742,2023-11-22 11:32:31.111775,97,8,2.78,Chemistry,2023,58.51472283455155,700,80.82191780821918,9.220563847429519,93.05165487771984,28.0,4.0,0.8888888888888888,52.01308696404582,76.28620763124653
PAPER_03743,2021-12-10 11:32:31.111775,76,6,5.16,Medicine,2021,55.43694071755772,1412,61.31506849315069,17.11442786069652,86.46647167633873,31.0,4.0,0.9841269841269841,54.55698927759648,71.89782649712463
PAPER_03744,2021-04-16 11:32:31.111775,2,6,4.81,Computer Science,2021,14.020817786189935,1650,54.794520547945204,15.953565505804313,86.46647167633873,32.0,4.0,1.0158730158730158,14.243370449462791,47.744410485274955
PAPER_03745,2017-11-16 11:32:31.111775,0,3,2.13,Engineering,2017,0.0,2897,20.630136986301373,7.064676616915423,63.212055882855765,31.5,4.0,1.0,0.0,21.554513304187946
PAPER_03746,2025-10-14 11:32:31.111775,10,9,1.55,Mathematics,2025,30.6026548556375,8,99.78082191780821,5.140961857379768,95.0212931632136,31.0,4.0,0.9841269841269841,30.116898429357537,70.19107488516873
PAPER_03747,2021-11-22 11:32:31.111775,54,6,3.91,Computer Science,2021,51.14278165121671,1430,60.82191780821917,12.96849087893864,86.46647167633873,32.0,4.0,1.0158730158730158,51.95457183615665,69.22109281549821
PAPER_03748,2023-01-04 11:32:31.111775,23,5,4.39,Mathematics,2023,40.5592711183233,1022,72.0,14.560530679933665,81.11243971624383,31.0,4.0,0.9841269841269841,39.9154731640642,65.85635921302251
PAPER_03749,2016-06-21 11:32:31.111775,22,4,3.52,Physics,2016,40.01611262194432,3410,6.57534246575342,11.674958540630183,73.64028618842732,32.0,4.0,1.0158730158730158,40.651289012768835,42.00906984676705
PAPER_03750,2021-09-09 11:32:31.111775,137,6,1.72,Biology,2021,62.88308151884539,1504,58.794520547945204,5.704809286898839,86.46647167633873,29.0,4.0,0.9206349206349206,57.89236076338146,69.779053847
PAPER_03751,2016-03-11 11:32:31.111775,146,3,1.97,Computer Science,2016,63.689389510030345,3512,3.780821917808219,6.533996683250415,63.212055882855765,32.0,4.0,1.0158730158730158,64.70033220066574,50.50686909255045
PAPER_03752,2025-03-22 11:32:31.111775,161,5,4.7,Physics,2025,64.92942225547085,214,94.13698630136986,15.58872305140962,81.11243971624383,32.0,4.0,1.0158730158730158,65.9600480055577,87.55245017712745
