conversation_id,user_id,start_time,end_time,duration_minutes,category,satisfaction_score,is_resolved
conv_002968,user_00097,2025-08-22 15:36:07.481404,2025-08-22 15:44:07.481404,8,general_feedback,4,True
conv_002969,user_00481,2025-07-12 20:07:45.481404,2025-07-12 20:14:45.481404,7,technical_help,5,True
conv_002970,user_00876,2025-08-22 07:28:34.481404,2025-08-22 07:39:34.481404,11,feature_request,4,False
conv_002971,user_00701,2025-07-21 23:15:47.481404,2025-07-21 23:17:47.481404,2,feature_request,4,False
conv_002972,user_00186,2025-08-23 11:23:38.481404,2025-08-23 11:36:38.481404,13,general_feedback,5,True
conv_002973,user_00948,2025-08-30 12:17:29.481404,2025-08-30 12:30:29.481404,13,technical_help,5,False
conv_002974,user_00530,2025-08-26 04:27:00.481404,2025-08-26 04:37:00.481404,10,billing_question,4,True
conv_002975,user_00041,2025-08-06 16:31:23.481404,2025-08-06 16:46:23.481404,15,billing_question,3,True
conv_002976,user_00992,2025-09-28 19:19:48.481404,2025-09-28 19:33:48.481404,14,product_inquiry,5,True
conv_002977,user_00006,2025-08-16 02:35:21.481404,2025-08-16 02:39:21.481404,4,billing_question,3,True
conv_002978,user_00229,2025-08-11 12:31:40.481404,2025-08-11 12:40:40.481404,9,product_inquiry,5,True
conv_002979,user_00718,2025-10-06 00:25:01.481404,2025-10-06 00:33:01.481404,8,customer_support,3,False
conv_002980,user_00759,2025-09-06 06:20:18.481404,2025-09-06 06:22:18.481404,2,billing_question,4,True
conv_002981,user_00716,2025-08-20 06:01:01.481404,2025-08-20 06:03:01.481404,2,general_feedback,5,True
conv_002982,user_00378,2025-09-09 03:22:19.481404,2025-09-09 03:32:19.481404,10,customer_support,4,True
conv_002983,user_00286,2025-08-20 20:44:18.481404,2025-08-20 20:54:18.481404,10,general_feedback,4,False
conv_002984,user_00090,2025-08-04 00:25:04.481404,2025-08-04 00:57:04.481404,32,billing_question,5,True
conv_002985,user_00250,2025-10-05 12:40:31.481404,2025-10-05 12:42:31.481404,2,customer_support,2,False
conv_002986,user_00585,2025-07-27 15:21:37.481404,2025-07-27 15:32:37.481404,11,billing_question,5,True
conv_002987,user_00383,2025-09-01 14:52:08.481404,2025-09-01 14:58:08.481404,6,billing_question,3,True
conv_002988,user_00673,2025-07-27 12:22:35.481404,2025-07-27 12:40:35.481404,18,customer_support,5,False
conv_002989,user_00208,2025-07-23 19:32:36.481404,2025-07-23 19:38:36.481404,6,product_inquiry,5,True
conv_002990,user_00012,2025-08-14 14:35:58.481404,2025-08-14 14:41:58.481404,6,feature_request,3,False
conv_002991,user_00682,2025-08-04 07:40:09.481404,2025-08-04 07:45:09.481404,5,technical_help,3,True
conv_002992,user_00250,2025-10-01 01:24:58.481404,2025-10-01 01:28:58.481404,4,product_inquiry,2,True
conv_002993,user_00490,2025-08-24 23:38:17.481404,2025-08-24 23:43:17.481404,5,customer_support,3,True
conv_002994,user_00649,2025-09-08 09:11:30.481404,2025-09-08 09:18:30.481404,7,product_inquiry,5,False
conv_002995,user_00523,2025-07-23 14:55:08.481404,2025-07-23 14:58:08.481404,3,billing_question,5,True
conv_002996,user_00075,2025-09-02 11:20:55.481404,2025-09-02 11:24:55.481404,4,product_inquiry,5,True
conv_002997,user_00860,2025-09-08 05:54:53.481404,2025-09-08 06:10:53.481404,16,product_inquiry,4,True
conv_002998,user_00771,2025-08-20 10:26:19.481404,2025-08-20 10:28:19.481404,2,technical_help,4,False
conv_002999,user_00688,2025-09-18 00:57:46.481404,2025-09-18 01:04:46.481404,7,billing_question,4,True
conv_003000,user_00888,2025-07-31 07:44:39.481404,2025-07-31 07:53:39.481404,9,billing_question,5,True
conv_003001,user_00522,2025-10-03 19:01:49.481404,2025-10-03 19:19:49.481404,18,general_feedback,5,False
conv_003002,user_00614,2025-08-29 02:43:36.481404,2025-08-29 02:57:36.481404,14,billing_question,3,True
conv_003003,user_00032,2025-08-19 00:31:27.481404,2025-08-19 00:38:27.481404,7,feature_request,3,True
conv_003004,user_00796,2025-07-23 15:17:40.481404,2025-07-23 15:29:40.481404,12,technical_help,5,True
conv_003005,user_00476,2025-09-10 15:06:17.481404,2025-09-10 15:21:17.481404,15,technical_help,5,True
conv_003006,user_00942,2025-08-08 10:07:44.481404,2025-08-08 10:27:44.481404,20,feature_request,4,True
conv_003007,user_00893,2025-09-29 00:18:04.481404,2025-09-29 00:28:04.481404,10,general_feedback,5,True
conv_003008,user_00805,2025-09-03 05:35:44.481404,2025-09-03 05:44:44.481404,9,billing_question,4,False
conv_003009,user_00502,2025-08-11 17:58:46.481404,2025-08-11 18:05:46.481404,7,technical_help,5,True
conv_003010,user_00278,2025-10-02 10:25:30.481404,2025-10-02 10:31:30.481404,6,feature_request,5,True
conv_003011,user_00950,2025-10-05 10:47:54.481404,2025-10-05 11:02:54.481404,15,product_inquiry,5,False
conv_003012,user_00996,2025-08-08 05:56:53.481404,2025-08-08 06:01:53.481404,5,technical_help,5,True
conv_003013,user_00286,2025-08-04 03:03:41.481404,2025-08-04 03:11:41.481404,8,general_feedback,5,False
conv_003014,user_00628,2025-10-03 23:14:21.481404,2025-10-03 23:18:21.481404,4,general_feedback,4,False
conv_003015,user_00703,2025-08-13 14:25:55.481404,2025-08-13 14:40:55.481404,15,product_inquiry,4,True
conv_003016,user_00178,2025-07-20 21:13:38.481404,2025-07-20 21:27:38.481404,14,general_feedback,3,True
conv_003017,user_00809,2025-09-09 00:08:18.481404,2025-09-09 00:23:18.481404,15,product_inquiry,5,True
conv_003018,user_00384,2025-08-02 08:28:28.481404,2025-08-02 08:36:28.481404,8,billing_question,5,True
conv_003019,user_00582,2025-08-23 01:50:18.481404,2025-08-23 02:00:18.481404,10,technical_help,3,True
conv_003020,user_00074,2025-08-03 00:33:25.481404,2025-08-03 00:36:25.481404,3,billing_question,5,True
conv_003021,user_00004,2025-07-15 23:10:14.481404,2025-07-15 23:15:14.481404,5,technical_help,4,True
conv_003022,user_00564,2025-09-04 03:57:17.481404,2025-09-04 04:03:17.481404,6,feature_request,5,True
conv_003023,user_00273,2025-07-14 10:55:43.481404,2025-07-14 10:59:43.481404,4,general_feedback,3,True
conv_003024,user_00488,2025-08-20 22:47:29.481404,2025-08-20 23:04:29.481404,17,technical_help,3,False
conv_003025,user_00126,2025-08-13 14:04:40.481404,2025-08-13 14:06:40.481404,2,customer_support,3,True
conv_003026,user_00562,2025-08-30 11:15:55.481404,2025-08-30 11:21:55.481404,6,product_inquiry,3,True
conv_003027,user_00704,2025-08-19 14:22:57.481404,2025-08-19 14:27:57.481404,5,customer_support,5,True
conv_003028,user_00011,2025-07-20 07:45:42.481404,2025-07-20 08:16:42.481404,31,feature_request,5,True
conv_003029,user_00441,2025-08-01 20:55:55.481404,2025-08-01 21:07:55.481404,12,product_inquiry,5,True
conv_003030,user_00770,2025-08-04 09:38:44.481404,2025-08-04 09:43:44.481404,5,technical_help,2,False
conv_003031,user_00567,2025-09-04 05:12:16.481404,2025-09-04 05:19:16.481404,7,product_inquiry,3,True
conv_003032,user_00845,2025-08-15 17:11:41.481404,2025-08-15 17:16:41.481404,5,feature_request,5,False
conv_003033,user_00165,2025-07-18 08:33:57.481404,2025-07-18 08:46:57.481404,13,billing_question,3,False
conv_003034,user_00866,2025-08-17 23:05:31.481404,2025-08-17 23:17:31.481404,12,product_inquiry,4,True
conv_003035,user_00914,2025-07-26 08:29:28.481404,2025-07-26 08:34:28.481404,5,technical_help,3,False
conv_003036,user_00688,2025-08-08 10:57:00.481404,2025-08-08 11:05:00.481404,8,feature_request,5,True
conv_003037,user_00457,2025-07-30 05:20:09.481404,2025-07-30 05:25:09.481404,5,customer_support,3,True
conv_003038,user_00455,2025-08-21 11:16:13.481404,2025-08-21 11:25:13.481404,9,general_feedback,4,True
conv_003039,user_00769,2025-08-15 09:56:58.481404,2025-08-15 10:01:58.481404,5,feature_request,4,True
conv_003040,user_00690,2025-08-26 05:25:50.481404,2025-08-26 05:43:50.481404,18,feature_request,4,True
conv_003041,user_00512,2025-08-27 18:48:19.481404,2025-08-27 18:56:19.481404,8,billing_question,5,True
conv_003042,user_00148,2025-09-15 19:16:42.481404,2025-09-15 19:30:42.481404,14,feature_request,5,True
conv_003043,user_00173,2025-09-24 00:26:32.481404,2025-09-24 00:34:32.481404,8,product_inquiry,3,True
conv_003044,user_00415,2025-08-05 02:54:10.481404,2025-08-05 03:06:10.481404,12,general_feedback,4,True
conv_003045,user_00389,2025-09-05 19:13:22.481404,2025-09-05 19:22:22.481404,9,customer_support,5,True
conv_003046,user_00250,2025-09-10 04:10:38.481404,2025-09-10 04:11:38.481404,1,billing_question,4,True
conv_003047,user_00399,2025-09-03 00:09:45.481404,2025-09-03 00:41:45.481404,32,technical_help,5,False
conv_003048,user_00447,2025-09-17 19:33:52.481404,2025-09-17 19:42:52.481404,9,billing_question,3,True
conv_003049,user_00357,2025-07-31 16:40:56.481404,2025-07-31 16:43:56.481404,3,technical_help,3,True
conv_003050,user_00173,2025-07-30 18:43:55.481404,2025-07-30 18:53:55.481404,10,feature_request,5,True
conv_003051,user_00867,2025-07-13 00:40:33.481404,2025-07-13 00:57:33.481404,17,technical_help,3,True
conv_003052,user_00093,2025-09-16 03:46:45.481404,2025-09-16 03:56:45.481404,10,customer_support,5,True
conv_003053,user_00052,2025-08-02 19:33:35.481404,2025-08-02 19:36:35.481404,3,feature_request,4,True
conv_003054,user_00301,2025-07-23 06:08:15.481404,2025-07-23 06:16:15.481404,8,technical_help,3,True
conv_003055,user_00320,2025-07-25 16:22:46.481404,2025-07-25 16:29:46.481404,7,product_inquiry,3,True
conv_003056,user_00587,2025-09-11 01:29:09.481404,2025-09-11 01:31:09.481404,2,technical_help,4,True
conv_003057,user_00434,2025-10-04 09:25:32.481404,2025-10-04 09:35:32.481404,10,product_inquiry,3,True
conv_003058,user_00201,2025-09-06 00:20:46.481404,2025-09-06 00:23:46.481404,3,customer_support,3,True
conv_003059,user_00802,2025-07-26 20:34:43.481404,2025-07-26 20:44:43.481404,10,customer_support,4,True
conv_003060,user_00378,2025-09-17 17:18:15.481404,2025-09-17 17:22:15.481404,4,product_inquiry,5,True
conv_003061,user_00252,2025-09-23 21:44:08.481404,2025-09-23 21:46:08.481404,2,technical_help,3,True
conv_003062,user_00526,2025-09-26 11:14:46.481404,2025-09-26 11:15:46.481404,1,feature_request,4,True
conv_003063,user_00404,2025-07-22 14:33:38.481404,2025-07-22 14:43:38.481404,10,customer_support,4,False
conv_003064,user_00136,2025-08-01 23:50:01.481404,2025-08-01 23:55:01.481404,5,technical_help,4,True
conv_003065,user_00474,2025-08-02 08:50:09.481404,2025-08-02 08:59:09.481404,9,product_inquiry,5,False
conv_003066,user_00255,2025-07-25 05:47:46.481404,2025-07-25 05:53:46.481404,6,customer_support,4,False
conv_003067,user_00295,2025-08-23 05:47:04.481404,2025-08-23 05:57:04.481404,10,billing_question,5,True
conv_003068,user_00564,2025-08-31 01:49:13.481404,2025-08-31 01:57:13.481404,8,feature_request,4,True
conv_003069,user_00966,2025-08-28 22:59:34.481404,2025-08-28 23:06:34.481404,7,feature_request,5,True
conv_003070,user_00768,2025-08-17 20:17:15.481404,2025-08-17 20:30:15.481404,13,feature_request,4,False
conv_003071,user_00879,2025-08-27 00:33:14.481404,2025-08-27 00:35:14.481404,2,customer_support,2,False
conv_003072,user_00377,2025-09-29 05:58:58.481404,2025-09-29 06:12:58.481404,14,customer_support,5,True
conv_003073,user_00392,2025-08-15 00:07:11.481404,2025-08-15 00:13:11.481404,6,technical_help,3,True
conv_003074,user_00204,2025-09-20 08:27:31.481404,2025-09-20 08:38:31.481404,11,product_inquiry,5,True
conv_003075,user_00769,2025-07-23 19:02:15.481404,2025-07-23 19:21:15.481404,19,feature_request,5,False
conv_003076,user_00813,2025-08-07 19:45:08.481404,2025-08-07 19:53:08.481404,8,product_inquiry,3,False
conv_003077,user_00233,2025-10-05 05:47:43.481404,2025-10-05 05:56:43.481404,9,technical_help,4,True
conv_003078,user_00730,2025-08-23 16:06:42.481404,2025-08-23 16:13:42.481404,7,product_inquiry,4,False
conv_003079,user_00983,2025-07-14 11:45:06.481404,2025-07-14 11:50:06.481404,5,product_inquiry,5,True
conv_003080,user_00303,2025-08-14 19:40:21.481404,2025-08-14 19:46:21.481404,6,technical_help,4,True
conv_003081,user_00909,2025-09-10 22:42:48.481404,2025-09-10 23:00:48.481404,18,customer_support,5,True
conv_003082,user_00841,2025-08-28 06:27:40.481404,2025-08-28 06:37:40.481404,10,billing_question,3,True
conv_003083,user_00890,2025-09-29 18:09:58.481404,2025-09-29 18:29:58.481404,20,customer_support,4,True
conv_003084,user_00318,2025-10-07 00:29:16.481404,2025-10-07 00:39:16.481404,10,product_inquiry,3,True
conv_003085,user_00150,2025-09-19 18:32:20.481404,2025-09-19 18:42:20.481404,10,technical_help,3,False
conv_003086,user_00224,2025-09-08 17:41:04.481404,2025-09-08 17:51:04.481404,10,technical_help,3,True
conv_003087,user_00343,2025-09-25 00:46:20.481404,2025-09-25 01:05:20.481404,19,technical_help,5,True
conv_003088,user_00377,2025-07-14 10:45:00.481404,2025-07-14 10:53:00.481404,8,billing_question,4,True
conv_003089,user_00527,2025-07-13 00:21:20.481404,2025-07-13 00:31:20.481404,10,general_feedback,5,True
conv_003090,user_00069,2025-07-24 09:23:28.481404,2025-07-24 09:31:28.481404,8,technical_help,5,True
conv_003091,user_00750,2025-09-17 15:45:17.481404,2025-09-17 15:58:17.481404,13,product_inquiry,3,True
conv_003092,user_00202,2025-07-18 13:15:14.481404,2025-07-18 13:32:14.481404,17,technical_help,4,True
conv_003093,user_00046,2025-08-07 21:56:18.481404,2025-08-07 22:01:18.481404,5,product_inquiry,3,True
conv_003094,user_00199,2025-08-19 01:09:33.481404,2025-08-19 01:18:33.481404,9,billing_question,5,True
conv_003095,user_00939,2025-07-29 22:52:37.481404,2025-07-29 22:57:37.481404,5,customer_support,3,True
conv_003096,user_00272,2025-09-18 02:41:36.481404,2025-09-18 02:45:36.481404,4,customer_support,2,True
conv_003097,user_00170,2025-10-07 07:05:50.481404,2025-10-07 07:46:50.481404,41,customer_support,4,True
conv_003098,user_00832,2025-10-04 19:52:21.481404,2025-10-04 19:59:21.481404,7,feature_request,5,True
conv_003099,user_00872,2025-08-24 00:47:01.481404,2025-08-24 01:00:01.481404,13,feature_request,5,True
conv_003100,user_00923,2025-09-26 13:45:01.481404,2025-09-26 14:16:01.481404,31,general_feedback,5,True
conv_003101,user_00160,2025-09-12 08:04:51.481404,2025-09-12 08:17:51.481404,13,feature_request,3,True
conv_003102,user_00023,2025-08-20 15:06:16.481404,2025-08-20 15:15:16.481404,9,technical_help,4,True
conv_003103,user_00308,2025-08-26 22:34:04.481404,2025-08-26 22:38:04.481404,4,customer_support,4,True
conv_003104,user_00884,2025-08-03 12:27:23.481404,2025-08-03 12:35:23.481404,8,product_inquiry,5,True
conv_003105,user_00803,2025-07-30 18:18:10.481404,2025-07-30 18:30:10.481404,12,billing_question,3,True
conv_003106,user_00715,2025-08-31 03:32:44.481404,2025-08-31 03:48:44.481404,16,billing_question,5,True
conv_003107,user_00581,2025-08-10 15:53:20.481404,2025-08-10 15:56:20.481404,3,customer_support,2,False
conv_003108,user_00493,2025-09-11 20:44:03.481404,2025-09-11 20:51:03.481404,7,technical_help,3,True
conv_003109,user_00835,2025-08-20 11:07:48.481404,2025-08-20 11:09:48.481404,2,billing_question,3,True
conv_003110,user_00342,2025-08-14 11:09:16.481404,2025-08-14 11:12:16.481404,3,technical_help,3,True
conv_003111,user_00504,2025-08-16 23:39:23.481404,2025-08-16 23:44:23.481404,5,product_inquiry,3,True
conv_003112,user_00241,2025-08-06 07:37:27.481404,2025-08-06 08:02:27.481404,25,feature_request,4,True
conv_003113,user_00613,2025-08-10 06:24:16.481404,2025-08-10 06:58:16.481404,34,customer_support,4,False
conv_003114,user_00816,2025-09-19 02:26:35.481404,2025-09-19 02:31:35.481404,5,product_inquiry,5,True
conv_003115,user_00919,2025-07-18 11:12:57.481404,2025-07-18 11:16:57.481404,4,customer_support,3,True
conv_003116,user_00034,2025-07-22 11:08:42.481404,2025-07-22 11:36:42.481404,28,technical_help,5,True
conv_003117,user_00847,2025-09-15 11:11:17.481404,2025-09-15 11:43:17.481404,32,general_feedback,5,False
conv_003118,user_00170,2025-10-04 04:40:01.481404,2025-10-04 05:09:01.481404,29,technical_help,4,False
conv_003119,user_00597,2025-07-17 11:59:09.481404,2025-07-17 12:05:09.481404,6,feature_request,3,True
conv_003120,user_00197,2025-09-24 03:52:27.481404,2025-09-24 04:02:27.481404,10,billing_question,4,False
conv_003121,user_00608,2025-08-06 19:11:01.481404,2025-08-06 19:18:01.481404,7,feature_request,4,False
conv_003122,user_00474,2025-09-06 08:34:46.481404,2025-09-06 08:40:46.481404,6,product_inquiry,5,True
conv_003123,user_00528,2025-07-18 20:04:57.481404,2025-07-18 20:24:57.481404,20,feature_request,3,True
conv_003124,user_00033,2025-08-16 16:46:46.481404,2025-08-16 17:17:46.481404,31,general_feedback,4,True
conv_003125,user_00830,2025-08-22 10:31:39.481404,2025-08-22 10:47:39.481404,16,feature_request,4,True
conv_003126,user_00723,2025-09-26 14:21:02.481404,2025-09-26 14:29:02.481404,8,billing_question,3,True
conv_003127,user_00868,2025-08-08 12:53:18.481404,2025-08-08 13:00:18.481404,7,product_inquiry,3,True
conv_003128,user_00721,2025-07-24 13:47:35.481404,2025-07-24 13:53:35.481404,6,customer_support,3,True
conv_003129,user_00121,2025-07-23 20:13:32.481404,2025-07-23 20:16:32.481404,3,billing_question,3,False
conv_003130,user_00076,2025-08-05 22:19:17.481404,2025-08-05 22:50:17.481404,31,general_feedback,5,True
conv_003131,user_00736,2025-08-25 06:18:29.481404,2025-08-25 06:36:29.481404,18,billing_question,3,True
conv_003132,user_00685,2025-09-12 17:08:33.481404,2025-09-12 17:13:33.481404,5,general_feedback,4,True
conv_003133,user_00727,2025-07-29 20:54:37.481404,2025-07-29 21:14:37.481404,20,general_feedback,3,True
conv_003134,user_00401,2025-07-28 02:18:25.481404,2025-07-28 02:34:25.481404,16,customer_support,3,False
conv_003135,user_00874,2025-09-25 12:41:38.481404,2025-09-25 12:47:38.481404,6,billing_question,3,True
conv_003136,user_00475,2025-09-11 10:07:30.481404,2025-09-11 10:15:30.481404,8,general_feedback,4,True
conv_003137,user_00836,2025-08-10 05:51:27.481404,2025-08-10 05:59:27.481404,8,general_feedback,4,True
conv_003138,user_00770,2025-09-02 12:18:26.481404,2025-09-02 12:20:26.481404,2,customer_support,2,True
conv_003139,user_00426,2025-07-18 13:18:58.481404,2025-07-18 13:22:58.481404,4,technical_help,2,False
conv_003140,user_00144,2025-08-01 19:24:05.481404,2025-08-01 19:44:05.481404,20,technical_help,3,True
conv_003141,user_00428,2025-07-13 05:41:57.481404,2025-07-13 05:43:57.481404,2,general_feedback,4,True
conv_003142,user_00820,2025-09-07 04:52:24.481404,2025-09-07 04:59:24.481404,7,technical_help,3,False
conv_003143,user_00791,2025-09-27 12:55:14.481404,2025-09-27 13:06:14.481404,11,product_inquiry,3,True
conv_003144,user_00675,2025-09-30 18:51:53.481404,2025-09-30 19:01:53.481404,10,technical_help,5,True
conv_003145,user_00542,2025-09-04 20:02:33.481404,2025-09-04 20:13:33.481404,11,billing_question,5,True
conv_003146,user_00466,2025-09-17 07:44:51.481404,2025-09-17 07:54:51.481404,10,technical_help,5,True
conv_003147,user_00468,2025-07-13 19:49:50.481404,2025-07-13 20:17:50.481404,28,technical_help,4,True
conv_003148,user_00643,2025-09-24 09:13:23.481404,2025-09-24 09:16:23.481404,3,billing_question,4,True
conv_003149,user_00937,2025-10-03 08:49:57.481404,2025-10-03 09:13:57.481404,24,technical_help,5,True
conv_003150,user_00272,2025-08-07 15:48:55.481404,2025-08-07 15:49:55.481404,1,product_inquiry,4,True
conv_003151,user_00261,2025-08-16 20:05:10.481404,2025-08-16 20:18:10.481404,13,customer_support,5,True
conv_003152,user_00228,2025-09-27 06:21:24.481404,2025-09-27 06:40:24.481404,19,product_inquiry,4,False
conv_003153,user_00049,2025-07-16 21:26:43.481404,2025-07-16 21:29:43.481404,3,feature_request,4,True
conv_003154,user_00017,2025-08-27 05:16:22.481404,2025-08-27 05:30:22.481404,14,feature_request,5,False
conv_003155,user_00595,2025-07-30 05:23:54.481404,2025-07-30 05:37:54.481404,14,customer_support,3,True
conv_003156,user_00399,2025-09-01 22:45:34.481404,2025-09-01 23:16:34.481404,31,product_inquiry,5,True
conv_003157,user_00015,2025-09-14 00:28:04.481404,2025-09-14 01:05:04.481404,37,customer_support,5,True
conv_003158,user_00970,2025-08-25 02:16:18.481404,2025-08-25 02:21:18.481404,5,customer_support,3,True
conv_003159,user_00749,2025-08-03 13:44:24.481404,2025-08-03 13:54:24.481404,10,general_feedback,4,True
conv_003160,user_00426,2025-07-25 05:16:15.481404,2025-07-25 05:20:15.481404,4,product_inquiry,4,False
conv_003161,user_00100,2025-09-21 18:54:05.481404,2025-09-21 19:00:05.481404,6,technical_help,5,True
conv_003162,user_00655,2025-07-16 03:55:55.481404,2025-07-16 04:02:55.481404,7,product_inquiry,3,True
conv_003163,user_00004,2025-08-01 18:18:05.481404,2025-08-01 18:21:05.481404,3,technical_help,3,False
conv_003164,user_00463,2025-08-11 06:36:28.481404,2025-08-11 06:39:28.481404,3,feature_request,5,True
conv_003165,user_00126,2025-08-25 05:28:52.481404,2025-08-25 05:34:52.481404,6,customer_support,4,True
conv_003166,user_00362,2025-07-26 15:08:41.481404,2025-07-26 15:16:41.481404,8,product_inquiry,5,True
conv_003167,user_00743,2025-07-11 06:34:46.481404,2025-07-11 06:39:46.481404,5,customer_support,2,False
conv_003168,user_00351,2025-07-25 01:43:30.481404,2025-07-25 01:54:30.481404,11,billing_question,5,True
conv_003169,user_00349,2025-09-30 08:55:12.481404,2025-09-30 09:12:12.481404,17,billing_question,3,True
conv_003170,user_00795,2025-09-26 07:45:34.481404,2025-09-26 07:53:34.481404,8,product_inquiry,3,False
conv_003171,user_00653,2025-08-25 10:33:50.481404,2025-08-25 10:36:50.481404,3,general_feedback,3,True
conv_003172,user_00957,2025-10-06 03:16:38.481404,2025-10-06 03:36:38.481404,20,feature_request,4,True
conv_003173,user_00658,2025-08-14 07:38:15.481404,2025-08-14 07:49:15.481404,11,customer_support,3,True
conv_003174,user_00004,2025-09-02 22:29:28.481404,2025-09-02 22:36:28.481404,7,customer_support,5,True
conv_003175,user_00665,2025-08-11 09:23:39.481404,2025-08-11 09:31:39.481404,8,general_feedback,3,True
conv_003176,user_00883,2025-08-23 12:05:45.481404,2025-08-23 12:06:45.481404,1,product_inquiry,2,True
conv_003177,user_00575,2025-09-21 21:18:26.481404,2025-09-21 21:26:26.481404,8,feature_request,3,True
conv_003178,user_00567,2025-09-01 01:26:17.481404,2025-09-01 01:33:17.481404,7,customer_support,5,True
conv_003179,user_00806,2025-09-28 14:19:32.481404,2025-09-28 14:34:32.481404,15,product_inquiry,4,True
conv_003180,user_00436,2025-08-06 23:53:51.481404,2025-08-06 23:55:51.481404,2,customer_support,3,True
conv_003181,user_00681,2025-07-22 19:09:06.481404,2025-07-22 19:15:06.481404,6,billing_question,3,True
conv_003182,user_00871,2025-08-18 12:12:19.481404,2025-08-18 12:19:19.481404,7,feature_request,4,False
conv_003183,user_00316,2025-09-19 05:14:07.481404,2025-09-19 05:28:07.481404,14,billing_question,3,False
conv_003184,user_00292,2025-08-10 07:49:41.481404,2025-08-10 07:59:41.481404,10,general_feedback,3,True
conv_003185,user_00954,2025-08-29 11:20:19.481404,2025-08-29 11:28:19.481404,8,technical_help,3,False
conv_003186,user_00271,2025-09-22 01:40:23.481404,2025-09-22 01:47:23.481404,7,technical_help,3,False
conv_003187,user_00218,2025-09-04 00:47:47.481404,2025-09-04 00:50:47.481404,3,product_inquiry,3,True
conv_003188,user_00862,2025-09-21 08:30:46.481404,2025-09-21 08:35:46.481404,5,feature_request,2,True
conv_003189,user_00563,2025-09-03 13:27:25.481404,2025-09-03 13:41:25.481404,14,feature_request,5,True
conv_003190,user_00917,2025-08-17 16:40:42.481404,2025-08-17 16:46:42.481404,6,technical_help,4,False
conv_003191,user_00342,2025-08-04 15:02:02.481404,2025-08-04 15:04:02.481404,2,product_inquiry,3,False
conv_003192,user_00968,2025-09-04 14:57:16.481404,2025-09-04 14:59:16.481404,2,customer_support,4,False
conv_003193,user_00829,2025-08-13 13:35:45.481404,2025-08-13 13:43:45.481404,8,feature_request,3,True
conv_003194,user_00606,2025-09-01 23:46:29.481404,2025-09-01 23:58:29.481404,12,customer_support,4,False
conv_003195,user_00665,2025-10-06 15:34:53.481404,2025-10-06 15:37:53.481404,3,general_feedback,3,True
conv_003196,user_00747,2025-09-16 06:14:32.481404,2025-09-16 06:23:32.481404,9,product_inquiry,5,True
conv_003197,user_00885,2025-09-13 18:19:32.481404,2025-09-13 18:31:32.481404,12,billing_question,3,True
conv_003198,user_00897,2025-08-05 00:58:30.481404,2025-08-05 01:09:30.481404,11,billing_question,5,True
conv_003199,user_00441,2025-07-29 23:47:22.481404,2025-07-30 00:04:22.481404,17,product_inquiry,5,True
conv_003200,user_00140,2025-08-17 18:42:27.481404,2025-08-17 19:18:27.481404,36,feature_request,5,True
conv_003201,user_00632,2025-09-30 15:03:25.481404,2025-09-30 15:06:25.481404,3,general_feedback,4,True
conv_003202,user_00620,2025-08-26 19:46:42.481404,2025-08-26 19:56:42.481404,10,customer_support,5,True
conv_003203,user_00765,2025-08-03 01:29:25.481404,2025-08-03 01:33:25.481404,4,feature_request,3,True
conv_003204,user_00595,2025-07-21 03:40:24.481404,2025-07-21 03:52:24.481404,12,product_inquiry,5,False
conv_003205,user_00256,2025-09-19 19:48:10.481404,2025-09-19 19:50:10.481404,2,general_feedback,3,True
conv_003206,user_00137,2025-07-30 16:23:57.481404,2025-07-30 16:29:57.481404,6,customer_support,5,False
conv_003207,user_00216,2025-09-17 03:23:18.481404,2025-09-17 03:26:18.481404,3,general_feedback,3,True
conv_003208,user_00350,2025-07-29 12:53:53.481404,2025-07-29 13:12:53.481404,19,product_inquiry,3,True
conv_003209,user_00805,2025-07-21 11:17:09.481404,2025-07-21 11:33:09.481404,16,technical_help,4,True
conv_003210,user_00532,2025-09-13 13:21:14.481404,2025-09-13 13:24:14.481404,3,billing_question,4,True
conv_003211,user_00651,2025-07-23 16:06:50.481404,2025-07-23 16:11:50.481404,5,billing_question,4,False
conv_003212,user_00682,2025-09-30 19:39:21.481404,2025-09-30 19:51:21.481404,12,billing_question,4,True
conv_003213,user_00448,2025-07-14 06:07:46.481404,2025-07-14 06:33:46.481404,26,customer_support,5,True
conv_003214,user_00063,2025-09-23 08:53:03.481404,2025-09-23 08:54:03.481404,1,general_feedback,3,True
conv_003215,user_00209,2025-08-18 15:24:30.481404,2025-08-18 15:41:30.481404,17,technical_help,4,True
conv_003216,user_00182,2025-08-19 21:06:47.481404,2025-08-19 21:11:47.481404,5,billing_question,5,False
conv_003217,user_00466,2025-08-12 06:38:21.481404,2025-08-12 06:44:21.481404,6,general_feedback,3,True
conv_003218,user_00705,2025-10-01 09:01:03.481404,2025-10-01 09:14:03.481404,13,billing_question,4,True
conv_003219,user_00492,2025-07-30 22:03:41.481404,2025-07-30 22:22:41.481404,19,product_inquiry,3,True
conv_003220,user_00661,2025-08-25 16:20:29.481404,2025-08-25 16:37:29.481404,17,product_inquiry,5,True
conv_003221,user_00957,2025-07-23 13:15:48.481404,2025-07-23 13:23:48.481404,8,technical_help,5,True
conv_003222,user_00261,2025-09-14 11:42:29.481404,2025-09-14 11:50:29.481404,8,technical_help,5,True
conv_003223,user_00318,2025-09-19 23:21:04.481404,2025-09-19 23:29:04.481404,8,customer_support,3,True
